number,temperature,rainfall,humidity,apple_yeild
770,43.00,25.00,87.00,61.4
771,53.00,23.00,75.00,58.0
772,42.00,44.00,33.00,37.9
773,88.00,83.00,53.00,69.5
774,88.00,38.00,34.00,51.0
775,55.00,72.00,22.00,41.9
776,90.00,48.00,94.00,83.6
777,33.00,86.00,58.00,56.1
778,80.00,91.00,38.00,61.2
779,46.00,46.00,36.00,41.0
780,44.00,29.00,60.00,49.0
781,83.00,80.00,48.00,64.9
782,42.00,86.00,47.00,53.3
783,35.00,58.00,44.00,44.1
784,81.00,43.00,20.00,42.9
785,55.00,45.00,49.00,50.0
786,87.00,28.00,24.00,43.7
787,31.00,78.00,58.00,53.9
788,45.00,38.00,29.00,35.6
789,95.00,52.00,77.00,77.4
790,63.00,32.00,96.00,73.3
791,40.00,33.00,58.00,47.6
792,46.00,91.00,63.00,63.5
793,80.00,33.00,74.00,67.6
794,41.00,41.00,39.00,40.0
795,42.00,96.00,48.00,55.800000000000004
796,41.00,61.00,57.00,53.0
797,22.00,37.00,90.00,59.0
798,90.00,64.00,35.00,57.3
799,81.00,24.00,60.00,59.1
800,52.00,56.00,34.00,43.8
801,80.00,32.00,69.00,64.9
802,86.00,35.00,70.00,67.8
803,35.00,97.00,65.00,62.400000000000006
804,26.00,30.00,96.00,61.8
805,60.00,89.00,76.00,73.8
806,28.00,22.00,93.00,59.3
807,48.00,93.00,71.00,68.5
808,40.00,63.00,29.00,39.1
809,98.00,75.00,58.00,73.4
810,99.00,97.00,38.00,68.1
811,45.00,83.00,71.00,65.6
812,61.00,29.00,100.00,74.1
813,30.00,36.00,55.00,43.7
814,49.00,47.00,46.00,47.1
815,96.00,83.00,58.00,74.4
816,33.00,51.00,26.00,33.1
817,52.00,77.00,23.00,42.5
818,85.00,65.00,28.00,52.5
819,84.00,51.00,25.00,47.9
820,51.00,31.00,96.00,69.5
821,88.00,46.00,35.00,53.1
822,43.00,59.00,60.00,54.7
823,30.00,51.00,61.00,49.7
824,48.00,80.00,42.00,51.4
825,80.00,66.00,38.00,56.2
826,73.00,88.00,57.00,68.0
827,42.00,53.00,74.00,60.2
828,35.00,40.00,61.00,49.0
829,26.00,87.00,36.00,43.2
830,96.00,95.00,34.00,64.8
831,41.00,58.00,84.00,65.9
832,99.00,45.00,56.00,66.7
833,80.00,54.00,75.00,72.3
834,32.00,81.00,38.00,44.8
835,65.00,33.00,77.00,64.6
836,47.00,83.00,26.00,43.7
837,28.00,62.00,40.00,40.8
838,59.00,97.00,88.00,81.1
839,30.00,89.00,29.00,41.3
840,25.00,23.00,56.00,40.1
841,44.00,55.00,74.00,61.2
842,72.00,99.00,92.00,87.4
843,100.00,49.00,48.00,63.8
844,96.00,87.00,46.00,69.2
845,22.00,80.00,47.00,46.1
846,46.00,49.00,37.00,42.1
847,58.00,20.00,65.00,53.9
848,32.00,77.00,87.00,68.5
849,39.00,20.00,93.00,62.2
850,38.00,22.00,97.00,64.3
851,89.00,79.00,88.00,86.5
852,69.00,90.00,67.00,72.2
853,84.00,89.00,79.00,82.5
854,27.00,79.00,100.00,73.9
855,66.00,88.00,52.00,63.400000000000006
856,45.00,37.00,25.00,33.4
857,49.00,58.00,40.00,46.3
858,51.00,100.00,98.00,84.3
859,91.00,46.00,79.00,76.0
860,32.00,88.00,93.00,73.7
861,83.00,97.00,89.00,88.8
862,79.00,93.00,26.00,55.3
863,51.00,98.00,20.00,44.9
864,27.00,27.00,46.00,36.5
865,42.00,87.00,77.00,68.5
866,35.00,95.00,46.00,52.5
867,89.00,40.00,67.00,68.2
868,37.00,42.00,47.00,43.0
869,35.00,77.00,51.00,51.4
870,42.00,40.00,64.00,52.6
871,28.00,64.00,35.00,38.7
872,100.00,89.00,94.00,94.8
873,96.00,58.00,52.00,66.4
874,82.00,55.00,33.00,52.099999999999994
875,37.00,71.00,77.00,63.8
876,68.00,65.00,41.00,53.9
877,92.00,88.00,59.00,74.7
878,88.00,85.00,58.00,72.4
879,35.00,35.00,62.00,48.5
880,99.00,21.00,88.00,77.9
881,93.00,29.00,88.00,77.7
882,49.00,87.00,63.00,63.6
883,93.00,99.00,77.00,86.2
884,40.00,83.00,41.00,49.1
885,57.00,60.00,74.00,66.1
886,82.00,66.00,63.00,69.3
887,60.00,62.00,27.00,43.9
888,63.00,96.00,71.00,73.6
889,95.00,47.00,65.00,70.4
890,29.00,88.00,28.00,40.3
891,95.00,72.00,59.00,72.4
892,65.00,96.00,79.00,78.2
893,37.00,22.00,26.00,28.5
894,40.00,38.00,37.00,38.1
895,98.00,36.00,48.00,60.6
896,51.00,28.00,71.00,56.4
897,76.00,80.00,69.00,73.3
898,41.00,88.00,30.00,44.9
899,88.00,87.00,27.00,57.3
900,55.00,36.00,56.00,51.7
901,89.00,32.00,63.00,64.6
902,44.00,59.00,68.00,59.0
903,85.00,83.00,69.00,76.6
904,36.00,93.00,55.00,56.9
905,22.00,37.00,73.00,50.5
906,70.00,84.00,77.00,76.3
907,43.00,54.00,51.00,49.2
908,67.00,21.00,86.00,67.3
909,98.00,43.00,50.00,63.0
910,68.00,40.00,84.00,70.4
911,38.00,94.00,82.00,71.2
912,35.00,81.00,27.00,40.2
913,56.00,79.00,52.00,58.6
914,64.00,37.00,58.00,55.6
915,52.00,93.00,94.00,81.2
916,54.00,48.00,96.00,73.8
917,81.00,56.00,85.00,78.0
918,30.00,55.00,27.00,33.5
919,76.00,81.00,92.00,85.0
920,75.00,72.00,89.00,81.4
921,33.00,27.00,79.00,54.8
922,89.00,81.00,21.00,53.4
923,47.00,22.00,70.00,53.5
924,22.00,29.00,20.00,22.4
925,48.00,37.00,51.00,47.3
926,45.00,46.00,42.00,43.7
927,26.00,31.00,78.00,53.0
928,28.00,44.00,34.00,34.2
929,84.00,82.00,63.00,73.1
930,71.00,45.00,98.00,79.3
931,83.00,68.00,98.00,87.5
932,45.00,48.00,31.00,38.6
933,68.00,37.00,46.00,50.8
934,66.00,94.00,98.00,87.6
935,48.00,35.00,20.00,31.4
936,39.00,97.00,85.00,73.6
937,27.00,55.00,92.00,65.1
938,58.00,45.00,87.00,69.9
939,99.00,64.00,21.00,53.0
940,36.00,55.00,65.00,54.3
941,65.00,37.00,66.00,59.9
942,46.00,89.00,61.00,62.1
943,20.00,90.00,82.00,65.0
944,73.00,21.00,30.00,41.099999999999994
945,60.00,52.00,71.00,63.9
946,43.00,86.00,62.00,61.1
947,80.00,79.00,80.00,79.8
948,59.00,42.00,21.00,36.6
949,41.00,52.00,87.00,66.2
950,67.00,91.00,52.00,64.3
951,69.00,39.00,55.00,56.0
952,69.00,62.00,95.00,80.6
953,45.00,64.00,67.00,59.8
954,60.00,26.00,64.00,55.2
955,68.00,33.00,58.00,56.0
956,96.00,21.00,73.00,69.5
957,71.00,38.00,86.00,71.9
958,96.00,34.00,68.00,69.6
959,97.00,28.00,31.00,50.199999999999996
960,39.00,50.00,34.00,38.7
961,95.00,92.00,89.00,91.4
962,89.00,22.00,73.00,67.6
963,72.00,78.00,95.00,84.7
964,80.00,42.00,46.00,55.4
965,28.00,74.00,40.00,43.2
966,83.00,31.00,83.00,72.6
967,69.00,77.00,97.00,84.6
968,76.00,46.00,40.00,52.0
969,33.00,53.00,38.00,39.5
970,29.00,84.00,79.00,65.0
971,54.00,35.00,89.00,67.7
972,32.00,38.00,37.00,35.7
973,61.00,40.00,91.00,71.8
974,75.00,27.00,92.00,73.9
975,80.00,49.00,92.00,79.8
976,90.00,65.00,35.00,57.5
977,46.00,77.00,97.00,77.7
978,95.00,40.00,61.00,67.0
979,39.00,80.00,99.00,77.2
980,62.00,29.00,77.00,62.9
981,96.00,55.00,80.00,79.8
982,45.00,30.00,99.00,69.0
983,95.00,42.00,27.00,50.4
984,41.00,43.00,29.00,35.4
985,52.00,51.00,35.00,43.3
986,59.00,22.00,80.00,62.1
987,62.00,30.00,83.00,66.1
988,22.00,34.00,37.00,31.9
989,86.00,71.00,69.00,74.5
990,47.00,55.00,54.00,52.1
991,79.00,67.00,89.00,81.6
992,92.00,67.00,86.00,84.0
993,84.00,39.00,77.00,71.5
994,58.00,52.00,27.00,41.3
995,35.00,86.00,52.00,53.7
996,35.00,81.00,54.00,53.7
997,90.00,82.00,60.00,73.4
998,95.00,100.00,66.00,81.5
999,75.00,97.00,24.00,53.900000000000006
1000,87.00,59.00,81.00,78.4
1001,93.00,41.00,94.00,83.1
1002,81.00,47.00,98.00,82.7
1003,65.00,71.00,91.00,79.2
1004,87.00,20.00,84.00,72.1
1005,82.00,71.00,100.00,88.8
1006,87.00,41.00,99.00,83.8
1007,45.00,96.00,89.00,77.2
1008,26.00,81.00,81.00,64.5
1009,23.00,94.00,82.00,66.7
1010,25.00,77.00,91.00,68.4
1011,73.00,100.00,72.00,77.9
1012,68.00,37.00,20.00,37.8
1013,39.00,61.00,50.00,48.9
1014,62.00,74.00,38.00,52.4
1015,92.00,58.00,81.00,79.7
1016,86.00,20.00,24.00,41.8
1017,69.00,95.00,58.00,68.7
1018,90.00,73.00,61.00,72.1
1019,65.00,55.00,80.00,70.5
1020,43.00,48.00,97.00,71.0
1021,80.00,24.00,76.00,66.8
1022,68.00,45.00,60.00,59.4
1023,76.00,34.00,91.00,75.1
1024,69.00,64.00,77.00,72.0
1025,44.00,72.00,91.00,73.1
1026,68.00,40.00,91.00,73.9
1027,83.00,85.00,43.00,63.4
1028,72.00,40.00,25.00,42.099999999999994
1029,54.00,80.00,97.00,80.7
1030,66.00,72.00,32.00,50.2
1031,20.00,66.00,26.00,32.2
1032,98.00,86.00,42.00,67.6
1033,92.00,64.00,91.00,85.9
1034,29.00,48.00,69.00,52.8
1035,77.00,58.00,23.00,46.2
1036,92.00,48.00,26.00,50.2
1037,80.00,77.00,38.00,58.4
1038,23.00,39.00,54.00,41.7
1039,94.00,85.00,52.00,71.2
1040,98.00,59.00,100.00,91.2
1041,55.00,55.00,23.00,39.0
1042,21.00,72.00,98.00,69.7
1043,42.00,98.00,96.00,80.2
1044,61.00,70.00,73.00,68.8
1045,46.00,59.00,40.00,45.6
1046,27.00,86.00,36.00,43.3
1047,48.00,91.00,58.00,61.599999999999994
1048,72.00,54.00,66.00,65.4
1049,51.00,56.00,100.00,76.5
1050,61.00,86.00,95.00,83.0
1051,42.00,92.00,86.00,74.0
1052,85.00,33.00,53.00,58.6
1053,33.00,32.00,95.00,63.8
1054,86.00,21.00,77.00,68.5
1055,94.00,49.00,83.00,79.5
1056,24.00,26.00,94.00,59.4
1057,30.00,97.00,73.00,64.9
1058,69.00,89.00,93.00,85.0
1059,60.00,71.00,94.00,79.2
1060,30.00,99.00,36.00,46.8
1061,92.00,74.00,62.00,73.4
1062,91.00,61.00,80.00,79.5
1063,59.00,74.00,23.00,44.0
1064,70.00,50.00,90.00,76.0
1065,53.00,79.00,59.00,61.2
1066,40.00,58.00,29.00,38.1
1067,71.00,91.00,28.00,53.5
1068,85.00,77.00,78.00,79.9
1069,88.00,29.00,65.00,64.7
1070,34.00,79.00,76.00,64.0
1071,41.00,58.00,89.00,68.4
1072,20.00,63.00,82.00,59.6
1073,59.00,68.00,30.00,46.3
1074,30.00,84.00,32.00,41.8
1075,51.00,38.00,75.00,60.4
1076,38.00,23.00,95.00,63.5
1077,32.00,83.00,52.00,52.2
1078,74.00,33.00,56.00,56.8
1079,99.00,45.00,28.00,52.7
1080,53.00,28.00,21.00,32.0
1081,39.00,29.00,64.00,49.5
1082,67.00,72.00,80.00,74.5
1083,75.00,25.00,64.00,59.5
1084,23.00,77.00,33.00,38.8
1085,73.00,98.00,31.00,57.0
1086,93.00,86.00,95.00,92.6
1087,100.00,99.00,67.00,83.3
1088,85.00,30.00,40.00,51.5
1089,44.00,76.00,52.00,54.4
1090,26.00,52.00,49.00,42.7
1091,100.00,58.00,90.00,86.6
1092,48.00,50.00,51.00,49.9
1093,41.00,40.00,83.00,61.8
1094,79.00,78.00,85.00,81.8
1095,45.00,73.00,29.00,42.6
1096,47.00,79.00,38.00,48.9
1097,53.00,53.00,79.00,66.0
1098,97.00,96.00,52.00,74.3
1099,61.00,54.00,90.00,74.1
1100,58.00,52.00,94.00,74.8
1101,78.00,29.00,58.00,58.2
1102,36.00,54.00,30.00,36.6
1103,24.00,42.00,68.00,49.6
1104,95.00,54.00,61.00,69.8
1105,85.00,90.00,53.00,70.0
1106,81.00,35.00,93.00,77.8
1107,71.00,21.00,57.00,54.0
1108,24.00,71.00,97.00,69.9
1109,30.00,56.00,98.00,69.2
1110,83.00,20.00,46.00,51.9
1111,49.00,34.00,81.00,62.0
1112,38.00,24.00,94.00,63.2
1113,99.00,87.00,83.00,88.6
1114,55.00,88.00,60.00,64.1
1115,82.00,69.00,28.00,52.4
1116,44.00,49.00,29.00,37.5
1117,85.00,79.00,87.00,84.8
1118,94.00,69.00,79.00,81.5
1119,24.00,33.00,69.00,48.3
1120,35.00,56.00,83.00,63.2
1121,32.00,73.00,52.00,50.2
1122,49.00,46.00,64.00,55.9
1123,25.00,57.00,80.00,58.9
1124,42.00,97.00,33.00,48.5
1125,80.00,99.00,84.00,85.8
1126,85.00,85.00,51.00,68.0
1127,81.00,57.00,74.00,72.7
1128,38.00,71.00,34.00,42.6
1129,23.00,25.00,40.00,31.9
1130,85.00,32.00,39.00,51.4
1131,95.00,81.00,91.00,90.2
1132,46.00,100.00,79.00,73.3
1133,98.00,27.00,90.00,79.8
1134,99.00,22.00,100.00,84.1
1135,73.00,34.00,45.00,51.2
1136,21.00,45.00,97.00,63.8
1137,69.00,76.00,38.00,54.9
1138,55.00,78.00,95.00,79.6
1139,27.00,73.00,79.00,62.2
1140,23.00,72.00,49.00,45.8
1141,48.00,70.00,80.00,68.4
1142,87.00,73.00,74.00,77.7
1143,52.00,31.00,47.00,45.3
1144,78.00,98.00,73.00,79.5
1145,82.00,89.00,53.00,68.9
1146,70.00,77.00,28.00,50.4
1147,72.00,25.00,88.00,70.6
1148,48.00,52.00,66.00,57.8
1149,55.00,50.00,84.00,68.5
1150,44.00,52.00,31.00,39.1
1151,44.00,49.00,70.00,58.0
1152,50.00,44.00,88.00,67.8
1153,38.00,43.00,72.00,56.0
1154,80.00,98.00,92.00,89.6
1155,44.00,54.00,76.00,62.0
1156,60.00,50.00,75.00,65.5
1157,50.00,62.00,88.00,71.4
1158,39.00,26.00,83.00,58.4
1159,38.00,43.00,60.00,50.0
1160,87.00,26.00,69.00,65.8
1161,68.00,90.00,41.00,58.9
1162,70.00,83.00,60.00,67.6
1163,44.00,35.00,23.00,31.7
1164,61.00,100.00,48.00,62.3
1165,84.00,28.00,60.00,60.8
1166,96.00,89.00,90.00,91.6
1167,51.00,69.00,75.00,66.6
1168,55.00,53.00,20.00,37.1
1169,73.00,100.00,76.00,79.9
1170,89.00,31.00,92.00,78.9
1171,27.00,81.00,68.00,58.3
1172,57.00,67.00,45.00,53.0
1173,49.00,90.00,29.00,47.2
1174,52.00,73.00,67.00,63.7
1175,78.00,66.00,97.00,85.1
1176,81.00,34.00,75.00,68.6
1177,100.00,20.00,96.00,82.0
1178,65.00,45.00,38.00,47.5
1179,42.00,85.00,65.00,62.1
1180,29.00,34.00,56.00,43.5
1181,75.00,73.00,97.00,85.6
1182,96.00,92.00,56.00,75.2
1183,21.00,23.00,67.00,44.4
1184,90.00,87.00,61.00,74.9
1185,69.00,53.00,43.00,52.8
1186,65.00,55.00,93.00,77.0
1187,46.00,32.00,48.00,44.2
1188,91.00,58.00,73.00,75.4
1189,91.00,60.00,43.00,60.8
1190,22.00,54.00,63.00,48.9
1191,64.00,99.00,40.00,59.0
1192,70.00,86.00,29.00,52.7
1193,31.00,88.00,28.00,40.9
1194,89.00,20.00,71.00,66.2
1195,62.00,77.00,49.00,58.5
1196,67.00,100.00,26.00,53.099999999999994
1197,51.00,29.00,36.00,39.1
1198,48.00,97.00,35.00,51.3
1199,71.00,97.00,29.00,55.2
1200,29.00,36.00,92.00,61.9
1201,54.00,56.00,73.00,63.9
1202,68.00,79.00,48.00,60.2
1203,47.00,98.00,87.00,77.2
1204,27.00,26.00,81.00,53.8
1205,66.00,44.00,31.00,44.1
1206,58.00,31.00,98.00,72.6
1207,50.00,92.00,48.00,57.400000000000006
1208,96.00,53.00,49.00,63.9
1209,87.00,54.00,97.00,85.4
1210,71.00,56.00,47.00,56.0
1211,92.00,67.00,56.00,69.0
1212,74.00,31.00,55.00,55.9
1213,25.00,57.00,85.00,61.4
1214,26.00,24.00,93.00,59.1
1215,26.00,23.00,69.00,46.9
1216,49.00,92.00,96.00,81.1
1217,39.00,98.00,69.00,65.8
1218,38.00,36.00,82.00,59.6
1219,27.00,23.00,51.00,38.2
1220,79.00,97.00,47.00,66.6
1221,80.00,84.00,50.00,65.8
1222,47.00,79.00,27.00,43.4
1223,45.00,91.00,88.00,75.7
1224,78.00,29.00,91.00,74.7
1225,36.00,59.00,85.00,65.1
1226,38.00,55.00,43.00,43.9
1227,42.00,98.00,81.00,72.7
1228,100.00,49.00,26.00,52.8
1229,58.00,41.00,76.00,63.6
1230,31.00,24.00,49.00,38.6
1231,89.00,27.00,33.00,48.6
1232,62.00,93.00,42.00,58.2
1233,53.00,71.00,76.00,68.1
1234,81.00,86.00,89.00,86.0
1235,82.00,88.00,86.00,85.2
1236,50.00,89.00,75.00,70.3
1237,56.00,76.00,56.00,60.0
1238,54.00,57.00,75.00,65.1
1239,38.00,94.00,78.00,69.2
1240,58.00,79.00,74.00,70.2
1241,53.00,70.00,83.00,71.4
1242,55.00,62.00,58.00,57.9
1243,74.00,36.00,64.00,61.4
1244,87.00,36.00,33.00,49.8
1245,96.00,61.00,64.00,73.0
1246,71.00,86.00,86.00,81.5
1247,37.00,36.00,57.00,46.8
1248,75.00,70.00,31.00,52.0
1249,95.00,57.00,75.00,77.4
1250,66.00,29.00,89.00,70.1
1251,57.00,97.00,41.00,57.0
1252,42.00,92.00,90.00,76.0
1253,67.00,20.00,83.00,65.6
1254,26.00,91.00,70.00,61.0
1255,38.00,28.00,41.00,37.5
1256,90.00,30.00,30.00,48.0
1257,98.00,67.00,50.00,67.8
1258,42.00,20.00,53.00,43.1
1259,44.00,21.00,41.00,37.9
1260,54.00,79.00,53.00,58.5
1261,81.00,56.00,22.00,46.5
1262,75.00,57.00,33.00,50.4
1263,47.00,80.00,28.00,44.1
1264,56.00,56.00,94.00,75.0
1265,99.00,91.00,88.00,91.9
1266,35.00,45.00,91.00,65.0
1267,35.00,57.00,65.00,54.4
1268,45.00,71.00,50.00,52.7
1269,25.00,95.00,65.00,59.0
1270,70.00,56.00,90.00,77.2
1271,50.00,33.00,54.00,48.6
1272,89.00,38.00,93.00,80.8
1273,32.00,91.00,96.00,75.8
1274,98.00,92.00,57.00,76.3
1275,92.00,49.00,35.00,54.9
1276,29.00,47.00,62.00,49.1
1277,43.00,39.00,89.00,65.2
1278,85.00,98.00,20.00,55.1
1279,44.00,92.00,62.00,62.6
1280,61.00,61.00,81.00,71.0
1281,59.00,79.00,40.00,53.5
1282,87.00,61.00,83.00,79.8
1283,43.00,39.00,35.00,38.2
1284,64.00,75.00,85.00,76.7
1285,52.00,20.00,92.00,65.6
1286,21.00,91.00,80.00,64.5
1287,28.00,53.00,85.00,61.5
1288,22.00,86.00,28.00,37.8
1289,53.00,86.00,93.00,79.6
1290,99.00,55.00,28.00,54.7
1291,62.00,96.00,71.00,73.3
1292,32.00,98.00,57.00,57.7
1293,81.00,100.00,58.00,73.3
1294,90.00,87.00,100.00,94.4
1295,60.00,58.00,76.00,67.6
1296,80.00,60.00,98.00,85.0
1297,77.00,75.00,98.00,87.1
1298,48.00,63.00,71.00,62.5
1299,51.00,94.00,77.00,72.6
1300,53.00,99.00,65.00,68.2
1301,31.00,62.00,72.00,57.7
1302,91.00,93.00,26.00,58.900000000000006
1303,93.00,96.00,33.00,63.6
1304,31.00,68.00,26.00,35.9
1305,49.00,75.00,41.00,50.2
1306,92.00,30.00,60.00,63.599999999999994
1307,70.00,82.00,93.00,83.9
1308,20.00,93.00,74.00,61.6
1309,58.00,42.00,47.00,49.3
1310,42.00,78.00,80.00,68.2
1311,67.00,60.00,49.00,56.599999999999994
1312,75.00,57.00,70.00,68.9
1313,92.00,20.00,45.00,54.099999999999994
1314,82.00,50.00,58.00,63.599999999999994
1315,75.00,69.00,88.00,80.3
1316,95.00,69.00,43.00,63.8
1317,20.00,59.00,36.00,35.8
1318,57.00,40.00,82.00,66.1
1319,91.00,28.00,72.00,68.9
1320,98.00,30.00,73.00,71.9
1321,80.00,54.00,32.00,50.8
1322,68.00,89.00,21.00,48.7
1323,56.00,65.00,37.00,48.3
1324,61.00,30.00,46.00,47.3
1325,72.00,51.00,64.00,63.8
1326,78.00,80.00,64.00,71.4
1327,34.00,96.00,89.00,73.9
1328,88.00,49.00,73.00,72.7
1329,54.00,63.00,42.00,49.8
1330,59.00,67.00,27.00,44.6
1331,67.00,65.00,36.00,51.099999999999994
1332,79.00,62.00,75.00,73.6
1333,76.00,47.00,46.00,55.2
1334,81.00,27.00,68.00,63.7
1335,50.00,41.00,77.00,61.7
1336,37.00,20.00,38.00,34.1
1337,87.00,87.00,54.00,70.5
1338,85.00,94.00,53.00,70.8
1339,60.00,77.00,57.00,61.9
1340,52.00,93.00,36.00,52.2
1341,83.00,52.00,65.00,67.8
1342,24.00,79.00,26.00,36.0
1343,56.00,88.00,91.00,79.9
1344,67.00,70.00,88.00,78.1
1345,27.00,56.00,97.00,67.8
1346,91.00,36.00,58.00,63.5
1347,74.00,83.00,64.00,70.8
1348,44.00,91.00,37.00,49.9
1349,91.00,29.00,72.00,69.1
1350,63.00,75.00,25.00,46.4
1351,42.00,62.00,91.00,70.5
1352,86.00,92.00,71.00,79.7
1353,99.00,63.00,47.00,65.8
1354,26.00,62.00,60.00,50.2
1355,91.00,60.00,79.00,78.8
1356,39.00,54.00,73.00,59.0
1357,98.00,58.00,70.00,76.0
1358,62.00,80.00,64.00,66.6
1359,82.00,97.00,79.00,83.5
1360,51.00,50.00,79.00,64.8
1361,86.00,55.00,70.00,71.8
1362,54.00,73.00,40.00,50.8
1363,20.00,49.00,68.00,49.8
1364,33.00,84.00,100.00,76.7
1365,79.00,36.00,86.00,73.9
1366,83.00,85.00,22.00,52.9
1367,44.00,97.00,28.00,46.6
1368,44.00,61.00,53.00,51.9
1369,54.00,47.00,84.00,67.6
1370,31.00,70.00,73.00,59.8
1371,40.00,78.00,46.00,50.6
1372,53.00,30.00,77.00,60.4
1373,39.00,34.00,49.00,43.0
1374,39.00,74.00,37.00,45.0
1375,39.00,91.00,69.00,64.4
1376,96.00,48.00,48.00,62.4
1377,95.00,79.00,74.00,81.3
1378,25.00,64.00,48.00,44.3
1379,71.00,58.00,82.00,73.9
1380,78.00,78.00,74.00,76.0
1381,76.00,20.00,46.00,49.8
1382,54.00,50.00,70.00,61.2
1383,37.00,60.00,43.00,44.6
1384,81.00,50.00,29.00,48.8
1385,53.00,60.00,35.00,45.4
1386,43.00,53.00,45.00,46.0
1387,100.00,74.00,85.00,87.3
1388,76.00,36.00,30.00,45.0
1389,78.00,89.00,32.00,57.2
1390,78.00,86.00,83.00,82.1
1391,77.00,42.00,90.00,76.5
1392,26.00,98.00,25.00,39.900000000000006
1393,51.00,72.00,82.00,70.7
1394,93.00,63.00,94.00,87.5
1395,60.00,71.00,59.00,61.7
1396,26.00,27.00,31.00,28.7
1397,35.00,56.00,20.00,31.700000000000003
1398,20.00,64.00,35.00,36.3
1399,71.00,83.00,79.00,77.4
1400,45.00,83.00,41.00,50.6
1401,29.00,74.00,32.00,39.5
1402,86.00,60.00,72.00,73.8
1403,94.00,46.00,76.00,75.4
1404,59.00,59.00,37.00,48.0
1405,31.00,55.00,74.00,57.3
1406,37.00,60.00,41.00,43.6
1407,77.00,49.00,71.00,68.4
1408,42.00,73.00,77.00,65.7
1409,32.00,100.00,95.00,77.1
1410,80.00,59.00,45.00,58.3
1411,67.00,40.00,79.00,67.6
1412,63.00,64.00,95.00,79.2
1413,25.00,96.00,48.00,50.7
1414,64.00,55.00,41.00,50.7
1415,26.00,85.00,89.00,69.3
1416,57.00,67.00,75.00,68.0
1417,94.00,27.00,80.00,73.6
1418,59.00,34.00,25.00,37.0
1419,97.00,47.00,63.00,70.0
1420,63.00,37.00,99.00,75.8
1421,65.00,100.00,53.00,66.0
1422,88.00,56.00,96.00,85.6
1423,31.00,38.00,24.00,28.9
1424,43.00,24.00,43.00,39.2
1425,37.00,29.00,89.00,61.4
1426,50.00,68.00,79.00,68.1
1427,37.00,88.00,64.00,60.7
1428,35.00,33.00,53.00,43.6
1429,75.00,86.00,85.00,82.2
1430,87.00,35.00,89.00,77.6
1431,62.00,33.00,67.00,58.7
1432,97.00,80.00,30.00,60.099999999999994
1433,33.00,40.00,56.00,45.9
1434,78.00,86.00,53.00,67.1
1435,87.00,52.00,78.00,75.5
1436,71.00,53.00,81.00,72.4
1437,32.00,28.00,80.00,55.2
1438,87.00,84.00,59.00,72.4
1439,67.00,83.00,49.00,61.2
1440,75.00,20.00,80.00,66.5
1441,84.00,37.00,68.00,66.6
1442,28.00,88.00,44.00,48.0
1443,22.00,68.00,33.00,36.7
1444,53.00,31.00,44.00,44.099999999999994
1445,31.00,40.00,74.00,54.3
1446,89.00,89.00,39.00,64.0
1447,94.00,67.00,78.00,80.6
1448,24.00,49.00,46.00,40.0
1449,79.00,70.00,20.00,47.7
1450,64.00,71.00,29.00,47.9
1451,94.00,91.00,72.00,82.4
1452,62.00,83.00,56.00,63.2
1453,98.00,64.00,64.00,74.2
1454,35.00,33.00,37.00,35.6
1455,94.00,37.00,85.00,78.1
1456,80.00,68.00,98.00,86.6
1457,82.00,37.00,89.00,76.5
1458,73.00,92.00,65.00,72.8
1459,79.00,21.00,41.00,48.4
1460,88.00,29.00,30.00,47.2
1461,74.00,98.00,53.00,68.3
1462,39.00,96.00,55.00,58.400000000000006
1463,48.00,95.00,44.00,55.4
1464,41.00,79.00,33.00,44.6
1465,76.00,80.00,89.00,83.3
1466,93.00,97.00,83.00,88.8
1467,61.00,27.00,66.00,56.7
1468,78.00,79.00,48.00,63.2
1469,60.00,52.00,66.00,61.4
1470,34.00,94.00,42.00,50.0
1471,65.00,31.00,53.00,52.2
1472,36.00,72.00,28.00,39.2
1473,83.00,20.00,60.00,58.9
1474,47.00,48.00,100.00,73.7
1475,36.00,82.00,91.00,72.7
1476,80.00,53.00,57.00,63.1
1477,35.00,59.00,94.00,69.3
1478,34.00,56.00,66.00,54.4
1479,40.00,69.00,82.00,66.8
1480,68.00,48.00,64.00,62.0
1481,22.00,22.00,28.00,25.0
1482,26.00,33.00,27.00,27.9
1483,49.00,28.00,27.00,33.8
1484,32.00,98.00,70.00,64.2
1485,26.00,26.00,84.00,55.0
1486,84.00,52.00,75.00,73.1
1487,98.00,59.00,76.00,79.2
1488,89.00,88.00,34.00,61.3
1489,35.00,35.00,82.00,58.5
1490,41.00,75.00,46.00,50.3
1491,97.00,87.00,72.00,82.5
1492,59.00,84.00,65.00,67.0
1493,97.00,40.00,43.00,58.599999999999994
1494,71.00,95.00,51.00,65.8
1495,67.00,46.00,41.00,49.8
1496,51.00,62.00,76.00,65.7
1497,25.00,42.00,68.00,49.9
1498,56.00,28.00,66.00,55.400000000000006
1499,40.00,39.00,83.00,61.3
1500,70.00,26.00,76.00,64.2
1501,72.00,46.00,79.00,70.3
1502,80.00,72.00,65.00,70.9
1503,98.00,20.00,26.00,46.4
1504,76.00,53.00,71.00,68.9
1505,30.00,31.00,97.00,63.7
1506,54.00,51.00,87.00,69.9
1507,39.00,34.00,71.00,54.0
1508,100.00,89.00,57.00,76.3
1509,30.00,37.00,52.00,42.4
1510,29.00,100.00,63.00,60.2
1511,100.00,37.00,26.00,50.4
